-1	http://pcmag.com
1	https://verify-process.netltoolsverfication.com/help
1	https://adampaczka.com/oplata98
1	http://boommusicfree.000webhostapp.com/
1	http://vevobahsgirisim.blogspot.com
-1	http://sfgate.com
-1	http://cbc.ca
1	http://162.241.72.243/outlook.office
1	https://kurier24-oplata.com/PzVxLK7l/hz6hZnA
1	https://pogodasub.com/2Ge6I0rd/4p0OksK6-inteligo/login.php?pid=z6hZnA
1	http://345vdcasino.com
-1	http://indiatimes.com
1	https://pogodasub.com/2Ge6I0rd/Ly6I98Se-ipko/login.php?pid=z6hZnA
-1	http://pixabay.com
1	http://myaccount-notification-sms-3d.u721433snd.ha004.t.justns.ru/appt
-1	http://nypost.com
1	http://churrascariameinhaus.com.br/novosite/respondi/compte/verifier/A
-1	http://docs.google.com
-1	http://picasaweb.google.com
1	https://portsmouth.buzz/zonebiz/images/zock.php?irs.gov/coronavirus-ta
1	https://aolfbsetting.wixsite.com/setting
-1	http://gstatic.com
1	http://186bahsegel.com
1	https://ibraibraa.000webhostapp.com/recovery-Ibrai.html
-1	http://nytimes.com
1	https://409sekabet.com/
-1	http://hm.com
-1	http://huffpost.com
1	https://hepsbahis01.blogspot.com/
1	https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564
-1	http://inc.com
-1	http://youtu.be
1	https://celtabet2.blogspot.com/
-1	http://viagens.com.br
-1	http://soratemplates.com
1	https://irs-gov.uc.r.appspot.com/irs.php?irs.gov/coronavirus-tax-relie
-1	http://ustream.tv
-1	http://rt.com
1	http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/
1	https://fr.cam.exposed/
-1	http://issuu.com
-1	http://huffingtonpost.com
-1	http://stores.jp
1	https://verify-process.netltoolsverfication.com/help/d4150
1	http://turborrejection.000webhostapp.com/
1	https://65aresbet.com/
1	http://mavibett11.blogspot.com
1	http://boughten-moisture.000webhostapp.com/
-1	http://nydailynews.com
1	http://91.240.85.235/sparkasse.de.html
1	http://betpergir4.blogspot.com
1	https://wenco.co.za/wp-admin/verify/paypal/Update/app/index
1	https://sistem-in-kunci.webnode.com/
1	http://hepsbahis01.blogspot.com
1	http://atenditod2.sslblindado.com/BradescoToken/favorits
-1	http://skype.com
1	http://atenditod2.sslblindado.com/BradescoToken/favorits
1	https://apzscdz.000webhostapp.com/login.htm
-1	http://list-manage.com
-1	http://dictionary.com
1	https://irs-gov.uc.r.appspot.com
-1	http://gizmodo.com
1	https://440grandbetting.com/
1	http://soporttttvirtua.atwebpages.com/login.php
1	http://lunabet423.com
1	https://portsmouth.buzz/zonebiz/images/zock.php?irs.gov/coronavirus-ta
1	https://aczvsczs.000webhostapp.com/login.htm
1	http://pages-user-blocked2.cf/
1	http://asyabahisgiris1.blogspot.com
1	https://verify-process.netltoolsverfication.com/help
-1	http://line.me
-1	http://photobucket.com
1	https://pogodasub.com/2Ge6I0rd/4p0OksK6-inteligo/login.php?pid=z6hZnA
1	https://xrtwf.weblium.site/
-1	http://support.google.com
1	https://pintsizedtreasures.com/wp-includes/IXR/PayPal/
1	http://pages-user-blocked2.cf/
1	https://ibraibraa.000webhostapp.com/recovery-Ibrai.html
1	http://resbetsgiris.blogspot.com
1	http://carcinogenic-quarte.000webhostapp.com/
1	http://betpergir4.blogspot.com
1	http://mavibett11.blogspot.com
1	https://portsmouth.buzz/zonebiz/images/zock.php?irs.gov/coronavirus-ta
-1	http://ebay.co.uk
1	http://fbs101088810-com.preview-domain.com/
-1	http://qz.com
1	http://aestheticfar.com/file/indexa.php?P=AAMkADcyMWNlOGU4LTA1MTctNGU5
1	https://resicorphome.com/brian/srr/austin/
-1	http://cloudflare.com
-1	http://mail.google.com
-1	http://interia.pl
-1	http://sciencedirect.com
1	http://office-microsofts.dns.army/outlook-renew/support
1	https://pogodasub.com/2Ge6I0rd/hz6hZnA
1	http://betcupum.blogspot.com
1	https://185betper.com/
1	https://resicorphome.com/brian/srr/austin/
-1	http://ytimg.com
-1	http://urbandictionary.com
-1	http://welt.de
1	https://mavibett11.blogspot.com/
-1	http://thoughtco.com
1	http://hepsbahis01.blogspot.com
-1	http://wikihow.com
1	https://intergirisi.blogspot.com/
1	http://lunabet423.com
1	https://urlz.fr/cBMP?g0i=TwimO7bN7Iazu3Z5t6Na2u1iAodbuSyVOBI0ZU8L75L8e
-1	http://policies.google.com
1	https://elina-reimane.000webhostapp.com/recovery-inbox-.html
-1	http://cpanel.net
-1	http://mozilla.org
-1	http://istockphoto.com
1	https://vevoobahis.blogspot.com/
1	https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05
-1	http://bandcamp.com
1	https://account-update.mixh.jp/amazon.co.jp/
1	http://sabordasversalhessoaquiconosco.com/?enc=468524715&fbclid=Iw
1	https://meritroyalbetotel.blogspot.com/
1	https://verify-process.netltoolsverfication.com/help/5a6b1
-1	http://thetimes.co.uk
1	http://mail.auca.ac.rw/d1
1	https://pt.cam.exposed/
-1	http://surveymonkey.com
-1	http://nginx.org
1	http://beteebetgiris.blogspot.com
-1	http://stackoverflow.com
-1	http://ria.ru
-1	http://entrepreneur.com
-1	http://asus.com
1	http://acc-notification-security.my.id/
1	https://allsenditnow.weebly.com/
1	http://ensomecome.temp.swtest.ru/1f72e258ff730035f2a1fb6637f562c2/inde
1	http://www.churrascariameinhaus.com.br/novosite/respondi/compte/verifi
-1	http://archive.org
-1	http://search.google.com
-1	http://sciencemag.org
1	https://altaja.com.py/thecrowngroup/tcwoodinc/u.php
-1	http://rapidshare.com
-1	http://un.org
1	http://vevoobahis.blogspot.com
-1	http://noaa.gov
-1	http://eonline.com
1	https://ru.cam.exposed/
1	https://de.cam.exposed/
1	http://grupo-bancolombia.com
1	https://fr.cam.exposed/
-1	http://cdc.gov
-1	http://ftc.gov
1	https://account-update.mixh.jp/amazon.co.jp/
1	http://boughten-moisture.000webhostapp.com/
-1	http://disney.com
1	https://perabetgirs.blogspot.com/
1	http://grupo-bancolombia.com
1	http://www.churrascariameinhaus.com.br/novosite/respondi/compte/verifi
1	http://atenditod2.sslblindado.com/BradescoToken/favorits
1	https://aczvsczs.000webhostapp.com/login.htm
1	http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/
1	http://faceb00kserver.000webhostapp.com/
1	https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564
1	http://wellbeingresort-ci.com/product/Made-in-China/Made-in-China/0ff6
1	http://vevobahsgirisim.blogspot.com
-1	http://elmundo.es
-1	http://harvard.edu
1	https://it.cam.exposed/
1	http://ofertas-so-hoje-com.ddnslive.com/megaofertaimperdiveis/TVSAMSUN
1	https://meritroyalbetotel.blogspot.com/
-1	http://rediff.com
-1	http://picasa.google.com
1	http://4sekabet.blogspot.com
1	http://cashappstimulus.com/
1	http://acc-notification-security.my.id/
1	http://attlogins.yolasite.com/
1	https://pintsizedtreasures.com/wp-includes/IXR/PayPal/
1	http://grupo-bancolombia.com
1	https://atenditod2.sslblindado.com/BradescoToken/favorits
1	https://es.cam.exposed/
-1	http://reuters.com
1	https://allsenditnow.weebly.com/
-1	http://fda.gov
-1	http://icann.org
-1	http://bloomberg.com
1	https://it.cam.exposed/
-1	http://steamcommunity.com
1	http://soporttttvirtua.atwebpages.com/login.php
1	http://soporttttvirtua.atwebpages.com/login.php
-1	http://smh.com.au
1	https://chefengine.com/boa3/signon
-1	http://softonic.com
1	https://vevobahis829.com/
1	https://ru.cam.exposed/
-1	http://www.gov.uk
-1	http://google.co.in
-1	http://doubleclick.net
1	https://asyabahisgiris1.blogspot.com/
1	http://votre-facture.com/Or/14f9518c8b937874621f29425161acec/
1	http://440grandbetting.com
1	https://vevoobahis.blogspot.com/
1	https://vevobahsgirisim.blogspot.com/
-1	http://mayoclinic.org
1	https://ru.cam.exposed/
1	http://186bahsegel.com
1	https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564
1	http://boommusicfree.000webhostapp.com/
1	https://4sekabet.blogspot.com/
1	http://asyabahisgiris1.blogspot.com
1	http://elexbet167.com
1	http://elexbet167.com
1	https://kurier24-oplata.com/PzVxLK7l/WdJslUDi-inteligo/login.php?pid=z
1	http://fbs101088810-com.preview-domain.com/
-1	http://news.yahoo.com
1	https://urlz.fr/cBMP?h4y=zCiUAtBl6m1yd0Mrsy1qKITv6Y1HQ1XlOWqG822ktvAvD
1	https://de.cam.exposed/
-1	http://marketingplatform.google.com
1	http://carcinogenic-quarte.000webhostapp.com/
1	https://www.paypaypunsejp.com/
-1	http://ap.org
-1	http://amazon.co.jp
1	https://pt.cam.exposed/
1	https://sistem-in-kunci.webnode.com/
1	http://185betper.com
1	https://irs-gov.uc.r.appspot.com/irs.php?irs.gov/coronavirus-tax-relie
-1	http://google.de
-1	http://play.google.com
-1	http://mysql.com
1	https://blandaflats.buzz/tim/eAgqsVqudR7WF5Au65n6PIimvgHMtXEiyUTzlsAVc
1	https://pintsizedtreasures.com/wp-includes/IXR/PayPal/app/index
1	https://es.cam.exposed/
1	https://vevobahis211.blogspot.com/
1	https://pt.cam.exposed/
1	https://elexusgirisim1.blogspot.com/
1	https://superbahisim1.blogspot.com/
1	http://eclecticstate.com/chase/bd7e3db2ae9d5c2c505ab8c2e3544205
1	http://srv88182.ht-test.ru/working/[emailprotected]
1	https://asyabahisgiris1.blogspot.com/
1	https://de.cam.exposed/
1	https://pt.cam.exposed/
-1	http://ted.com
-1	http://shopify.com
1	https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05
-1	http://creativecommons.org
1	https://v.ht/7pzM
1	https://wenco.co.za/wp-admin/verify/paypal/Update/index.php
-1	http://si.edu
1	http://345vdcasino.com
1	https://blandaflats.buzz/tim/eAgqsVqudR7WF5Au65n6PIimvgHMtXEiyUTzlsAVc
-1	http://columbia.edu
-1	http://naver.com
-1	http://google.fr
-1	http://nbcnews.com
-1	http://ea.com
1	https://service-telefo.cloudaccess.host/wp-content/aruba/id5S74HGwseDl
-1	http://plus.google.com
1	https://v.ht/7pzM
1	https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05
1	http://perabetgirs.blogspot.com
-1	http://www.wix.com
1	https://meritroyalbetotel.blogspot.com/
-1	http://mail.ru
1	https://urlz.fr/cBMP?h4y=VxpuQ6GUW5OgJzQv5JdXZIkRfNNADZj0VnW8G3yl5CEIn
1	http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/
-1	http://twitch.tv
1	https://it.cam.exposed/
-1	http://nih.gov
1	http://tripleagency.xyz/p/pp/Sign-in/app/index
-1	http://so-net.ne.jp
1	https://pogodasub.com/2Ge6I0rd/hz6hZnA
-1	http://my.yahoo.com
1	http://65aresbet.com
1	https://account-update.mixh.jp/amazon.co.jp/
1	https://pintsizedtreasures.com/wp-includes/IXR/PayPal/
1	https://kurier24-oplata.com/PzVxLK7l/hz6hZnA
1	https://resicorphome.com/brian/srr/austin/
-1	http://sina.com.cn
-1	http://stanford.edu
-1	http://pt.wikipedia.org
1	https://wenco.co.za/wp-admin/verify/paypal/Update/app/index
1	https://de.cam.exposed/
-1	http://worldbank.org
1	https://populacefunding.com/netf/f58c9875ac84dfe1fbe91b918773d050
1	https://aczvsczs.000webhostapp.com/login.htm
1	http://www.oldrepublictitlle.com/gdd/ffloretss
-1	http://mozilla.com
-1	http://gnu.org
1	https://asyabahisgiris1.blogspot.com/
-1	http://vox.com
-1	http://akamaihd.net
1	http://celtabet2.blogspot.com
-1	http://mixcloud.com
1	https://verify-process.netltoolsverfication.com/help/5a6b1
1	https://es.cam.exposed/
1	https://aczvsczs.000webhostapp.com/login.htm
-1	http://fifa.com
1	https://ibraibraa.000webhostapp.com/recovery-Ibrai.html
1	https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05
1	http://league0flegends0xog6e.000webhostapp.com/
-1	http://umich.edu
-1	http://imgur.com
1	https://storage.googleapis.com/ourtime-security-center.appspot.com/%25
1	http://atenditod2.sslblindado.com/BradescoToken/favorits
-1	http://bp1.blogger.com
1	https://asyabahisgiris1.blogspot.com/
1	https://account-update.mixh.jp/amazon.co.jp/
-1	http://photos.google.com
1	https://345vdcasino.com/
-1	http://psychologytoday.com
-1	http://nationalgeographic.com
1	https://adampaczka.com/oplata98
1	http://grupo-bancolombia.com/
-1	http://xing.com
-1	http://namecheap.com
1	http://arenda167042.000webhostapp.com/
1	http://cbahiateajuda.com/mobile/login.php?enc=1
-1	http://imdb.com
1	http://fbs101088810-com.preview-domain.com/
1	https://www.paypaypunsejp.com/
1	https://kurier24-oplata.com/PzVxLK7l/WdJslUDi-inteligo/login.php?pid=z
1	http://409sekabet.com
1	https://bit.ly/2SJ2DIP
1	https://hepsbahis01.blogspot.com/
1	http://162.241.72.243/outlook.office
1	http://pages-user-blocked2.cf/
-1	http://prnewswire.com
-1	http://nicovideo.jp
1	https://www.paypaypunsejp.com/
-1	http://theverge.com
1	http://440grandbetting.com
1	https://fr.cam.exposed/
1	https://account-update.mixh.jp/amazon.co.jp/
1	https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564
-1	http://sciencedaily.com
-1	http://utexas.edu
1	https://186bahsegel.com/
1	https://pogodasub.com/2Ge6I0rd/hz6hZnA
1	http://srv88182.ht-test.ru/working/[emailprotected]
1	https://urlz.fr/cBMP?g0i=TLhCSdwMtF5MHiu9dA91tngrvssqGFD4lFaWrdj08OPYl
-1	http://ja.wikipedia.org
1	http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/
1	http://arenda167042.000webhostapp.com/
1	https://elina-reimane.000webhostapp.com/recovery-inbox-.html
-1	http://buzzfeed.com
-1	http://softpedia.com
-1	http://google.it
-1	http://guardian.co.uk
-1	http://imageshack.us
1	https://aolfbsetting.wixsite.com/setting
1	http://grupo-bancolombia.com/
1	http://keepingclosekk.xyz/guessing/august22/#[emailprotected]
1	http://saldaodo-bahianinho.com/mobile/login.php?enc=1
1	https://elina-reimane.000webhostapp.com/recovery-inbox-.html
1	http://fbs101088810-com.preview-domain.com/
1	https://settingfb71.webnode.com/
-1	http://www.google.com
1	https://aczvsczs.000webhostapp.com/login.htm
1	https://eviteoperigocompreonlineaqui.com/oferta-do-dia/322120771/?gela
1	https://fr.cam.exposed/
1	http://faceb00kserver.000webhostapp.com/
1	https://account-update.mixh.jp/amazon.co.jp/
1	http://soporttttvirtua.atwebpages.com/login.php
1	https://asyabahisgiris1.blogspot.com/
1	http://91.240.85.235/sparkasse.de.html
-1	http://4shared.com
1	http://vevoobahis.blogspot.com
-1	http://20minutos.es
1	http://tripleagency.xyz/p/pp/Sign-in
1	http://mavibett11.blogspot.com
-1	http://oup.com
1	http://carcinogenic-quarte.000webhostapp.com/
1	http://boxbery.000webhostapp.com/
1	https://resicorphome.com/brian/srr/austin/
1	http://intergirisi.blogspot.com
-1	http://es.wikipedia.org
1	http://beteebetgiris.blogspot.com
1	https://elina-reimane.000webhostapp.com/recovery-inbox-.html
1	https://resicorphome.com/brian/srr/austin/
-1	http://narod.ru
-1	http://bbc.co.uk
-1	http://it.wikipedia.org
1	http://soporttttvirtua.atwebpages.com/login.php
1	https://vevobahis211.blogspot.com/
-1	http://bit.ly
-1	http://ucla.edu
-1	http://mirror.co.uk
1	http://arenda167042.000webhostapp.com/
-1	http://maps.google.com
1	http://boommusicfree.000webhostapp.com/
1	http://grupo-bancolombia.com/
-1	http://nikkei.com
-1	http://buydomains.com
1	https://allsenditnow.weebly.com/
-1	http://airbnb.com
1	https://betcupum.blogspot.com/
1	http://srv88182.ht-test.ru/working/[emailprotected]
1	https://restoremyaccounts-paypal.ooguy.com/?oo
-1	http://fr.wikipedia.org
1	https://pogodasub.com/2Ge6I0rd/4p0OksK6-inteligo/login.php?pid=z6hZnA
1	https://pogodasub.com/2Ge6I0rd/Ly6I98Se-ipko/login.php?pid=z6hZnA
1	https://pogodasub.com/2Ge6I0rd/hz6hZnA
-1	http://cisco.com
1	https://4sekabet.blogspot.com/
-1	http://pexels.com
-1	http://slideshare.net
1	https://www.paypaypunsejp.com/
-1	http://developers.google.com
-1	http://washington.edu
1	http://cashappstimulus.com/
1	http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/
1	http://vevobahis211.blogspot.com
-1	http://weather.com
-1	http://imageshack.com
-1	http://cia.gov
1	https://pfcl.co.za/wp-admin/verify/paypal/activate/Update/index.php
1	http://betpergir4.blogspot.com
1	https://kurier24-oplata.com/PzVxLK7l/WdJslUDi-inteligo/login.php?pid=z
1	http://celtabet2.blogspot.com
1	https://pogodasub.com/2Ge6I0rd/Ly6I98Se-ipko/login.php?pid=z6hZnA
1	https://intergirisi.blogspot.com/
1	https://allsenditnow.weebly.com/
1	https://pintsizedtreasures.com/wp-includes/IXR/PayPal/app/index
1	http://elexbet167.com
-1	http://files.wordpress.com
1	http://acc-notification-security.my.id/
1	https://betcupum.blogspot.com/
-1	http://ok.ru
1	http://vevobahsgirisim.blogspot.com
-1	http://unesco.org
1	https://mavibett11.blogspot.com/
1	http://holiganguncelgir.blogspot.com
1	http://boxbery.000webhostapp.com/
1	https://perabetgirs.blogspot.com/
1	https://pogodasub.com/2Ge6I0rd/4p0OksK6-inteligo/login.php?pid=z6hZnA
-1	http://amazon.fr
1	http://vevoobahis.blogspot.com
1	http://4sekabet.blogspot.com
1	https://marrinx.de/wp-admin/server/dc33=.php
-1	http://sites.google.com
-1	http://standard.co.uk
1	https://pfcl.co.za/wp-admin/verify/paypal/activate/Update/index.php
1	http://acc-notification-security.my.id/
1	https://es.cam.exposed/
-1	http://wikia.com
1	http://carcinogenic-quarte.000webhostapp.com/
1	http://saldaodo-bahianinho.com/mobile/login.php?enc=1
1	https://vevobahis829.com/
1	https://ameriicanasemcasa.com/MeusProdutos/Prefetch.php?skullid=144202
1	http://hepsbahis01.blogspot.com
1	http://91.240.85.235/sparkasse.de.html
-1	http://blackberry.com
1	https://hmoai-shared.com/ViewHmoai-Shared/SharedInfo
1	http://srv88182.ht-test.ru/working/[emailprotected]
1	https://186bahsegel.com/
-1	http://espn.com
-1	http://t.me
1	http://attlogins.yolasite.com/
-1	http://storage.googleapis.com
-1	http://photos1.blogger.com
-1	http://feedburner.com
1	https://lunabet423.com/
1	http://faceb00kserver.000webhostapp.com/
-1	http://addthis.com
1	https://elexbet167.com/
1	http://boxberrydostavka.000webhostapp.com/
1	https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564
1	https://pt.cam.exposed/
1	https://altaja.com.py/thecrowngroup/tcwoodinc/u.php
1	http://attlogins.yolasite.com/
1	http://holiganguncelgir.blogspot.com
-1	http://abcnews.go.com
-1	http://theglobeandmail.com
1	http://boommusicfree.000webhostapp.com/
1	https://kurier24-oplata.com/PzVxLK7l/hz6hZnA
1	http://186bahsegel.com
1	http://vevobahis829.com
1	http://91.240.85.235/sparkasse.de.html
-1	http://indiegogo.com
1	http://boxberrydostavka.000webhostapp.com/
1	http://cashappstimulus.com/
1	https://pt.cam.exposed/
1	https://186bahsegel.com/
1	http://vevobahsgirisim.blogspot.com
1	https://mavibett11.blogspot.com/
1	https://elexbet167.com/
1	http://asyabahisgiris1.blogspot.com
-1	http://groups.yahoo.com
1	http://pages-user-blocked2.cf/
-1	http://uol.com.br
-1	http://tools.google.com
-1	http://tmz.com
-1	http://www.yahoo.com
-1	http://ask.fm
-1	http://apache.org
-1	http://google.ca
-1	http://gravatar.com
1	http://eclecticstate.com/chase/bd7e3db2ae9d5c2c505ab8c2e3544205
-1	http://ehow.com
-1	http://detik.com
1	http://vevoobahis.blogspot.com
1	http://4sekabet.blogspot.com
-1	http://ietf.org
-1	http://github.com
-1	http://google.ru
1	https://atenditod2.sslblindado.com/BradescoToken/favorits
1	https://ameriicanasemcasa.com/MeusProdutos/Prefetch.php?skullid=144202
1	https://pogodasub.com/2Ge6I0rd/Ly6I98Se-ipko/login.php?pid=z6hZnA
1	http://elexusgirisim1.blogspot.com
1	https://65aresbet.com/
-1	http://fb.me
1	http://tripleagency.xyz/p/pp/Sign-in/app/index
1	http://91.240.85.235/sparkasse.de.html
-1	http://repubblica.it
1	http://vevobahis829.com
-1	http://msn.com
1	http://srv88182.ht-test.ru/working/[emailprotected]
1	https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05
-1	http://daum.net
1	http://ofertas-so-hoje-com.ddnslive.com/megaofertaimperdiveis/TVSAMSUN
1	http://boommusicfree.000webhostapp.com/
1	http://pages-user-blocked2.cf/
-1	http://gofundme.com
1	https://kurier24-oplata.com/PzVxLK7l/3l0C88s4-ipko/login.php?pid=z6hZn
1	https://bancooriginal.audixpress.com.br/audixpress/login.jsf
-1	http://sports.yahoo.com
1	https://betpergir4.blogspot.com/
-1	http://usatoday.com
1	https://irs-gov.uc.r.appspot.com/
1	http://attlogins.yolasite.com/
1	http://fbs101088810-com.preview-domain.com/
-1	http://accounts.google.com
1	https://pogodasub.com/2Ge6I0rd/Ly6I98Se-ipko/login.php?pid=z6hZnA
1	https://restoremyaccounts-paypal.ooguy.com/?oo
-1	http://bing.com
-1	http://latimes.com
-1	http://channel4.com
1	http://boxbery.000webhostapp.com/
-1	http://hp.com
-1	http://forbes.com
1	http://vevobahis211.blogspot.com
1	http://atenditod2.sslblindado.com/BradescoToken/favorits/
1	https://vevobahis829.com/
-1	http://id.wikipedia.org
1	https://beteebetgiris.blogspot.com/
-1	http://google.com.au
-1	http://pbs.org
1	https://sistem-in-kunci.webnode.com/
-1	http://xbox.com
1	https://account-update.mixh.jp/amazon.co.jp/
-1	http://android.com
-1	http://researchgate.net
-1	http://pinterest.com
1	https://urlz.fr/cBMP?g0i=TLhCSdwMtF5MHiu9dA91tngrvssqGFD4lFaWrdj08OPYl
1	http://pages-user-blocked2.cf/
-1	http://geocities.jp
-1	http://parallels.com
-1	http://princeton.edu
1	http://saldaodo-bahianinho.com/mobile/login.php?enc=1
-1	http://politico.com
1	https://eviteoperigocompreonlineaqui.com/oferta-do-dia/322120771/?gela
-1	http://ft.com
-1	http://disqus.com
1	http://perabetgirs.blogspot.com
1	https://www.paypaypunsejp.com/
